Scheme Name,URL,Region,Tags
Grant for the Purchase of Working Tools (O.B.O.C.W.W.B),https://www.myscheme.gov.in/schemes/gpwtobocwwb,Odisha,"Building Worker, Construction Worker, Labour, Working Tools, Building Worker, Construction Worker, Labour, Working Tools"
Vidyasiri food And Accommodation Scholarship Scheme,https://www.myscheme.gov.in/schemes/vfas,Karnataka,"Education, Stipend, Students, Education, Stipend, Students"
Kailash Mansarovar Yatra- Madhya Pradesh,https://www.myscheme.gov.in/schemes/kmymp,Madhya Pradesh,"Financial Assistance, Kailash, Mansarovar, Pilgrim, Financial Assistance, Kailash, Mansarovar, Pilgrim"
Mahila Nirman Shramik Vivah Yojana,https://www.myscheme.gov.in/schemes/mnsvy,Tripura,"Construction Workers, Female, Financial Assistance, Marriage, Construction Workers, Female, Financial Assistance, Marriage"
Mamata Scheme,https://www.myscheme.gov.in/schemes/mamata,Odisha,"Financial Assistance, Maternity Benefit, Nutritional Support, Pregnant Women And New Mothers, Financial Assistance, Maternity Benefit, Nutritional Support, Pregnant Women And New Mothers"
Mukhyamantri Kalakar Sahayata Yojana,https://www.myscheme.gov.in/schemes/mksyodisha,Odisha,"Artist, Culture, Kalakar, Literature, Pension, Artist, Culture, Kalakar, Literature, Pension"
Student Housing Scheme for Students with Disabilities,https://www.myscheme.gov.in/schemes/shssd,Madhya Pradesh,"Free Facility Of Accommodation, Hostel, PwD, Student, Free Facility Of Accommodation, Hostel, PwD, Student"
Indira Gandhi National Disability Pension Scheme- Chhattisgarh,https://www.myscheme.gov.in/schemes/igndpschh,Chhattisgarh,"BPL, Disability, Indira Gandhi, Pension, PWD, BPL, Disability, Indira Gandhi, Pension, PWD"
Disabled State Level Award Scheme,https://www.myscheme.gov.in/schemes/dslas,Chhattisgarh,"Award, Employee, Employer, Organization, PwD, Award, Employee, Employer, Organization, PwD"
Marriage Gift Scheme - Telangana,https://www.myscheme.gov.in/schemes/mgs-tbocwwb,Telangana,"Construction Workers, Daughter, Financial Assistance, Marriage, Construction Workers, Daughter, Financial Assistance, Marriage"
Fatal Accident Relief - Telangana,https://www.myscheme.gov.in/schemes/far-tbocwwb,Telangana,"Accidental Death, Construction Workers, Financial Assistance, Accidental Death, Construction Workers, Financial Assistance"
Social Security Pension Scheme,https://www.myscheme.gov.in/schemes/ssps,Chhattisgarh,"BPL, Disabled, Dwarf, Pension, PwD, Social Security, BPL, Disabled, Dwarf, Pension, PwD, Social Security"
Skill Development Training - 90 Days Residential Skill Development Training Programme,https://www.myscheme.gov.in/schemes/sdt-90drsdtp,Telangana,"Financial Assistance, Programme, Skill Development, Training, Financial Assistance, Programme, Skill Development, Training"
Kalinga Sikhya Sathi Yojana,https://www.myscheme.gov.in/schemes/kssy,Odisha,"Education, Loan, Student, Education, Loan, Student"
Stipend Scheme (P.B.O.C.W.W.B),https://www.myscheme.gov.in/schemes/sspboceeb,Punjab,"Building Worker, Construction Worker, Education, Engineering, Labour, Medical, Professional Degree, Scholarship, Building Worker, Construction Worker, Education, Engineering, Labour, Medical, Professional Degree, Scholarship"
Cycle Scheme for the Children of Construction Workers (P.B.O.C.W.W.B),https://www.myscheme.gov.in/schemes/csccwpbocwwb,Punjab,"Building Worker, Children, Construction Worker, Cycle, Labour, Building Worker, Children, Construction Worker, Cycle, Labour"
Distribution of Manually Operated Plant Protection Equipment,https://www.myscheme.gov.in/schemes/domoppe,Tamil Nadu,"Agriculture, Equipment Distribution, Farmer, Manually Operated Equipment, Plant Protection Equipment, Subsidy, Agriculture, Equipment Distribution, Farmer, Manually Operated Equipment, Plant Protection Equipment, Subsidy"
Rajarshri Chhatrapati Shahu Maharaj Merit Scholarship,https://www.myscheme.gov.in/schemes/rcsmms,Maharashtra,"Financial Assistance, Scheduled Caste, Scholarship, Student, Financial Assistance, Scheduled Caste, Scholarship, Student"
Incentive Scheme for Sericulture Reelers,https://www.myscheme.gov.in/schemes/isfsr,Karnataka,"Financial Assitance, Laon, Minority Community, Subsidy, Financial Assitance, Laon, Minority Community, Subsidy"
Distribution of Rhizobium Packets-Oilseeds,https://www.myscheme.gov.in/schemes/dorpo,Tamil Nadu,"Agriculture, Farmer, Oilseeds, Rhizobium, Subsidy, Agriculture, Farmer, Oilseeds, Rhizobium, Subsidy"
Sikhligar’s Community Development Scheme,https://www.myscheme.gov.in/schemes/scds,Karnataka,"Economically Backward, Self-employment, Sikh Community, Subsidy, Economically Backward, Self-employment, Sikh Community, Subsidy"
Shramashakthi Special Women's Scheme,https://www.myscheme.gov.in/schemes/ssws,Karnataka,"Economic Empowerment, Loan, Minority Community, Women, Economic Empowerment, Loan, Minority Community, Women"
Kabir Anthyesthi Anudan Yojana,https://www.myscheme.gov.in/schemes/kaay,Bihar,"BPL, Death, Financial Assistance, Funeral, BPL, Death, Financial Assistance, Funeral"
Indira Gandhi National Widow Pension Scheme- Bihar,https://www.myscheme.gov.in/schemes/ignwpsb,Bihar,"BPL, Indira Gandhi, Pension, Widow, BPL, Indira Gandhi, Pension, Widow"
Mukhyamantri Atyant Pichhada Varg Civil Seva Protsahan Yojana,https://www.myscheme.gov.in/schemes/mmapvcspy,Bihar,"Competitive Examination, EBC, Extremely Backward Classes, Incentive, Preliminary Examination, Competitive Examination, EBC, Extremely Backward Classes, Incentive, Preliminary Examination"
Livelihood Support To Marine Fishermen During Fishing Ban Period,https://www.myscheme.gov.in/schemes/lsmfdfbp,Odisha,"Financial Assistance, Fishermen, Livelihood, Financial Assistance, Fishermen, Livelihood"
Integrated Pest Management Demonstration Cum Training,https://www.myscheme.gov.in/schemes/ipmdct,Tamil Nadu,"Agriculture, Farmer, Integrated Pest Management, Training, Agriculture, Farmer, Integrated Pest Management, Training"
Marriage Assistance (K.B.O.C.W.W.B),https://www.myscheme.gov.in/schemes/makbocwwb,Karnataka,"Building Worker, Construction Worker, Labour, Marriage, Weeding, Building Worker, Construction Worker, Labour, Marriage, Weeding"
Pension Scheme (K.B.O.C.W.W.B),https://www.myscheme.gov.in/schemes/kbocwwb,Karnataka,"Building Worker, Construction Worker, Labour, Pension, Senior Citizen, Building Worker, Construction Worker, Labour, Pension, Senior Citizen"
Production of Foundation and Certified Seeds,https://www.myscheme.gov.in/schemes/pofacs,Tamil Nadu,"Agriculture, Certified Seeds, Farmer, Foundation Seeds, Seed Production, Agriculture, Certified Seeds, Farmer, Foundation Seeds, Seed Production"
Disability Pension (BBOCWWB),https://www.myscheme.gov.in/schemes/dpbbocwwb,Bihar,"Building Worker, Construction Worker, Labour, Partial Disability, Pension, Permanent Disability, Unorganized Worker, Building Worker, Construction Worker, Labour, Partial Disability, Pension, Permanent Disability, Unorganized Worker"
Kayaka Spoorthi Scheme Karnataka,https://www.myscheme.gov.in/schemes/kssk,Karnataka,"Business Activities, Financial Assistance, Leather Industry, SHG, Business Activities, Financial Assistance, Leather Industry, SHG"
Visit of Contract Farming Farmers to the Research Stations in Karnataka,https://www.myscheme.gov.in/schemes/vcfrsk,Tamil Nadu,"Agriculture, Contract Farming, Farmer, Research Stations Visit, Agriculture, Contract Farming, Farmer, Research Stations Visit"
Scheme for Relief to the Un-registered Workers,https://www.myscheme.gov.in/schemes/sruw,Andhra Pradesh,"Construction Worker, Death, Financial Assistance, Person With Disability, Construction Worker, Death, Financial Assistance, Person With Disability"
Adi Dravidar and Tribal Welfare Department-Hostels: Special Guides,https://www.myscheme.gov.in/schemes/adthsg,Tamil Nadu,"Accommodation, Adi Dravidar, Education, Hostels, Students, Tribal Welfare, Accommodation, Adi Dravidar, Education, Hostels, Students, Tribal Welfare"
Training of Farmers on Pulses Production Technologies,https://www.myscheme.gov.in/schemes/tfppt,Tamil Nadu,"Agriculture, Farmer, Pulses Production, Training, Agriculture, Farmer, Pulses Production, Training"
Production of Certified Seeds of Maize,https://www.myscheme.gov.in/schemes/pocsm,Tamil Nadu,"Agriculture, Certified Seeds, Farmer, Maize, Production Of Seeds, Agriculture, Certified Seeds, Farmer, Maize, Production Of Seeds"
Pension Scheme (BBOCWWB),https://www.myscheme.gov.in/schemes/psbbocwwb,Bihar,"Building Worker, Construction Worker, Labour, Pension, Unorganized Worker, Building Worker, Construction Worker, Labour, Pension, Unorganized Worker"
Padhuke Kuteera Scheme Karnataka,https://www.myscheme.gov.in/schemes/pksk,Karnataka,"Artisans, Financial Assistance, Scheduled Caste, Self-employment, Artisans, Financial Assistance, Scheduled Caste, Self-employment"
Direct Loan Scheme Karnataka,https://www.myscheme.gov.in/schemes/dlsk,Karnataka,"Financial Assistance, Scheduled Caste, Subsidy, Unemployed, Financial Assistance, Scheduled Caste, Subsidy, Unemployed"
Financial Assistance for Education of Children of Beneficiary,https://www.myscheme.gov.in/schemes/faecb,Manipur,"Children, Construction Worker, Education, Financial Assistance, Children, Construction Worker, Education, Financial Assistance"
Skill Development Training Manipur,https://www.myscheme.gov.in/schemes/sdtm,Manipur,"Construction Worker, Skill Development, Training, Construction Worker, Skill Development, Training"
Adi Dravidar and Tribal Welfare Department: Scholarship-Free Education upto 12th Std. to All,https://www.myscheme.gov.in/schemes/adtwsfe,Tamil Nadu,"Adi Dravidar, Free Education, Scholarship, Tribal Welfare, Adi Dravidar, Free Education, Scholarship, Tribal Welfare"
Awards to Bright Students,https://www.myscheme.gov.in/schemes/atbs,Tamil Nadu,"Cash Award, Education, Students, Topper, Tribal Welfare, Cash Award, Education, Students, Topper, Tribal Welfare"
Annal Gandhi Memorial Award,https://www.myscheme.gov.in/schemes/agma,Tamil Nadu,"Award, Education, Examination, Tribal Welfare, Award, Education, Examination, Tribal Welfare"
Incentive for the Inter Caste Marriage Couple,https://www.myscheme.gov.in/schemes/ifticmc,Karnataka,"Financial Assistance, Inter-caste, Marriage, Financial Assistance, Inter-caste, Marriage"
Construction of Free Houses for Tribals,https://www.myscheme.gov.in/schemes/cofhft,Tamil Nadu,"Free House Construction, Tribal Welfare, Free House Construction, Tribal Welfare"
Maternity Benefit For Female Workers- JKBOCWWB,https://www.myscheme.gov.in/schemes/mbffwjkbocwwb,Jammu and Kashmir,"Building Worker, Construction Worker, Labour, Maternity, Pregnancy Care, Women, Building Worker, Construction Worker, Labour, Maternity, Pregnancy Care, Women"
"District Central Cooperative Banks and through its Branches: For Professional Loan to Doctors, Engineers and Self Employed Professional",https://www.myscheme.gov.in/schemes/dccbfpl,Tamil Nadu,"Doctors, Engineers, Professional Loan, Self Employed Professional, Social Empowerment, Doctors, Engineers, Professional Loan, Self Employed Professional, Social Empowerment"
Registered BOC Workers in case of an Accidental Death (JKBOCWWB),https://www.myscheme.gov.in/schemes/rbwicoaadjkbocwwb,Jammu and Kashmir,"Accident, Construction, Death, Financial Assistance, Labour, Worker, Accident, Construction, Death, Financial Assistance, Labour, Worker"
Financial Assistance for Widow or Widower of Registered Construction Worker,https://www.myscheme.gov.in/schemes/fawwrcw,Maharashtra,"Construction Worker, Death, Financial Assistance, Widow, Widower, Construction Worker, Death, Financial Assistance, Widow, Widower"
Medical Assistance for the Treatment of Critical Illness,https://www.myscheme.gov.in/schemes/matci,Maharashtra,"Construction Worker, Financial Assistance, Illness, Medical Treatment, Construction Worker, Financial Assistance, Illness, Medical Treatment"
Financial Assistance for Normal Delivery and Surgical Delivery,https://www.myscheme.gov.in/schemes/fandsd,Maharashtra,"Construction Worker, Financial Assistance, Normal Delivery, Pregnant, Surgical, Construction Worker, Financial Assistance, Normal Delivery, Pregnant, Surgical"
Medical Assistance (NBOCWWB),https://www.myscheme.gov.in/schemes/manbocwwb,Nagaland,"Construction Worker, Financial Assistance, Medical Treatment, Construction Worker, Financial Assistance, Medical Treatment"
Endeavour To Empower-Skill Development,https://www.myscheme.gov.in/schemes/eesd,Jammu and Kashmir,"Education, Learn Skills, Training, Education, Learn Skills, Training"
Postmatric Scholarship,https://www.myscheme.gov.in/schemes/pmstn,Tamil Nadu,"Education, Minority Welfare, Postmatric, Scholarship, Education, Minority Welfare, Postmatric, Scholarship"
Primary Cooperative Agriculture and Rural Development Bank: For Minor Irrigation,https://www.myscheme.gov.in/schemes/pcardmi,Tamil Nadu,"Agriculture, Agriculture And Rural Development Bank, Farmer, Irrigation, Loan, Agriculture, Agriculture And Rural Development Bank, Farmer, Irrigation, Loan"
Primary Cooperative Agriculture and Rural Development Bank: For Plantation (Tea),https://www.myscheme.gov.in/schemes/pcardtp,Tamil Nadu,"Agriculture, Agriculture And Rural Development Bank, Farmer, Loan, Tea Plantation, Agriculture, Agriculture And Rural Development Bank, Farmer, Loan, Tea Plantation"
Export Promotion Capital Goods Scheme,https://www.myscheme.gov.in/schemes/epcg,Ministry Of Commerce And Industry,
Primary Cooperative Agriculture and Rural Development Bank: For Horticulture,https://www.myscheme.gov.in/schemes/pcaardfh,Tamil Nadu,"Farmer, Financial Assistance, Horticulture Loan, Farmer, Financial Assistance, Horticulture Loan"
Savitribai Phule Self-Help Scheme,https://www.myscheme.gov.in/schemes/spshs,Madhya Pradesh,"Below Poverty Level, BPL, Business Loan, SC, Scheduled Caste, Self Employment, Women Entrepreneurship, Below Poverty Level, BPL, Business Loan, SC, Scheduled Caste, Self Employment, Women Entrepreneurship"
Training Centre for Specially-Abled Persons,https://www.myscheme.gov.in/schemes/tcfsap,Mizoram,"Specially-Abled Person, Stipend, Student, Vocational Training, Specially-Abled Person, Stipend, Student, Vocational Training"
Long Term-Loan to SC Co-op Spinning Mills under Special Component Plan,https://www.myscheme.gov.in/schemes/ltltscosmuscp,Maharashtra,"Financial Assistance, Loan, Mill, SC, Scheduled Caste, Social Welfare, Financial Assistance, Loan, Mill, SC, Scheduled Caste, Social Welfare"
Mukhyamantri Bagwani Mission: Dragon Fruit Vikas Yojana,https://www.myscheme.gov.in/schemes/mbydfvy,Bihar,"Agriculture, Dragon Fruit Development, Financial Assistance, Plant Supply, Subsidy, Agriculture, Dragon Fruit Development, Financial Assistance, Plant Supply, Subsidy"
West Bengal Transport Workers’ Social Security Scheme: Assistance on Hospitalization,https://www.myscheme.gov.in/schemes/wbtwssah,West Bengal,"Hospitalization, Medical Assistance, Social Security, Transport Worker, Hospitalization, Medical Assistance, Social Security, Transport Worker"
Indira Gandhi National Widow Pension Scheme (Jammu and Kashmir),https://www.myscheme.gov.in/schemes/ignwpsjak,Jammu and Kashmir,"Below Poverty Line, Pension, Social Welfare, Widow, Below Poverty Line, Pension, Social Welfare, Widow"
Mahila Kisan Yojana (Maharashtra),https://www.myscheme.gov.in/schemes/mkym,Maharashtra,"Charmakar, Employment, Farmer, Loan, Scheduled Caste, Subsidy, Woman, Charmakar, Employment, Farmer, Loan, Scheduled Caste, Subsidy, Woman"
Incentive For The Inter Caste Marriage Couple (Scheduled Tribe),https://www.myscheme.gov.in/schemes/ifticmcst,Karnataka,"Couple, Incentive, Inter Caste, Marriage, Schedule Tribe, Couple, Incentive, Inter Caste, Marriage, Schedule Tribe"
Stipend to Educated Unemployed,https://www.myscheme.gov.in/schemes/steu,Mizoram,"Financial Assistance, Persons With Disabilities, Stipend, Unemployed, Financial Assistance, Persons With Disabilities, Stipend, Unemployed"
Handicapped Students Stipend Mizoram,https://www.myscheme.gov.in/schemes/hssm,Mizoram,"Financial Assistance, Handicapped, Stipend, Student, Financial Assistance, Handicapped, Stipend, Student"
